PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,1998-07-12T00:00:00,Kentucky,Canada,University of Kentucky/Canada,6-6,181,1,2,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2019,N,Y,Y,2018,1,11
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,1992-06-26T00:00:00,France,France,France/France,7-1,245,6,27,Center,Active,1610612762,Jazz,UTA,jazz,Utah,rudy_gobert,2013,2019,Y,Y,Y,2013,1,27
1629164,Brandon,Goodwin,Brandon Goodwin,"Goodwin, Brandon",B. Goodwin,1995-10-02T00:00:00,Florida Gulf Coast,USA, USA/USA,6-2,180,1,0,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,brandon_goodwin,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-9,220,5,00,Forward,Active,1610612753,Magic,ORL,magic,Orlando,aaron_gordon,2014,2019,N,Y,Y,2014,1,4
201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-4,215,11,10,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,eric_gordon,2008,2019,N,Y,Y,2008,1,7
101162,Marcin,Gortat,Marcin Gortat,"Gortat, Marcin",M. Gortat,1984-02-17T00:00:00,,Poland,RheinEnergie Cologne/Poland,,,11,,,Inactive,0,,,,,marcin_gortat,2007,2018,Y,Y,Y,2005,2,57
1628984,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,1995-02-22T00:00:00,Kansas,USA,University of Kansas/USA,6-2,185,1,4,Guard,Active,1610612766,Hornets,CHA,hornets,Charlotte,devonte_graham,2018,2019,Y,Y,Y,2018,2,34
1626203,Treveon,Graham,Treveon Graham,"Graham, Treveon",T. Graham,1993-10-28T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-5,225,3,12,Guard-Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,treveon_graham,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-9,220,5,9,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,jerami_grant,2014,2019,N,Y,Y,2014,2,39
1626170,Jerian,Grant,Jerian Grant,"Grant, Jerian",J. Grant,1992-10-09T00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,205,4,22,Guard,Active,1610612753,Magic,ORL,magic,Orlando,jerian_grant,2015,2018,Y,Y,Y,2015,1,19
1629055,Donte,Grantham,Donte Grantham,"Grantham, Donte",D. Grantham,1995-03-19T00:00:00,Clemson,USA,Clemson/USA,6-8,215,1,0,Forward,Active,1610612746,Clippers,LAC,clippers,LA,donte_grantham,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201980,Danny,Green,Danny Green,"Green, Danny",D. Green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,10,14,Guard-Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,danny_green,2009,2019,Y,Y,Y,2009,2,46
203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-7,230,7,23,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2019,N,Y,Y,2012,2,35
101123,Gerald,Green,Gerald Green,"Green, Gerald",G. Green,1986-01-26T00:00:00,No College,USA,Gulf Shores Academy (TX)/USA,6-7,205,12,14,Guard-Forward,Active,1610612745,Rockets,HOU,rockets,Houston,gerald_green,2005,2019,Y,Y,Y,2005,1,18
203210,JaMychal,Green,JaMychal Green,"Green, JaMychal",J. Green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-9,227,5,4,Forward,Active,1610612746,Clippers,LAC,clippers,LA,jamychal_green,2014,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-9,235,11,22,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,jeff_green,2007,2019,N,Y,Y,2007,1,5
201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-10,250,10,23,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,blake_griffin,2009,2019,N,Y,Y,2009,1,1
1627772,Daniel,Hamilton,Daniel Hamilton,"Hamilton, Daniel",D. Hamilton,1995-08-08T00:00:00,Connecticut,USA,Connecticut/USA,6-7,195,2,5,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,daniel_hamilton,2017,2019,Y,Y,Y,2016,2,56
1628605,Dusty,Hannahs,Dusty Hannahs,"Hannahs, Dusty",D. Hannahs,1993-09-02T00:00:00,Arkansas,USA,Arkansas/USA,6-4,195,1,8,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,dusty_hannahs,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-6,205,6,11,Guard-Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway jr.,2013,2019,Y,Y,Y,2013,1,24
201935,James,Harden,James Harden,"Harden, James",J. Harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,10,13,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,james_harden,2009,2019,N,Y,Y,2009,1,3
203090,Maurice,Harkless,Maurice Harkless,"Harkless, Maurice",M. Harkless,1993-05-11T00:00:00,"St. John's, N.Y.",USA,St. John's (N.Y.)/USA,6-9,220,7,8,Forward,Active,1610612746,Clippers,LAC,clippers,LA,maurice_harkless,2012,2019,N,Y,Y,2012,1,15
1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,6-8,240,4,5,Forward-Center,Active,1610612746,Clippers,LAC,clippers,LA,montrezl_harrell,2015,2019,Y,Y,Y,2015,2,32
2734,Devin,Harris,Devin Harris,"Harris, Devin",D. Harris,1983-02-27T00:00:00,Wisconsin,USA,Wisconsin/USA,6-3,185,15,34,Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,devin_harris,2004,2018,N,Y,Y,2004,1,5
203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,5,14,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,gary_harris,2014,2019,N,Y,Y,2014,1,19
203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,5,12,Guard-Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014,2019,Y,Y,Y,2014,2,33
202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-9,235,8,12,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011,2019,N,Y,Y,2011,1,19
1626150,Andrew,Harrison,Andrew Harrison,"Harrison, Andrew",A. Harrison,1994-10-28T00:00:00,Kentucky,USA,Kentucky/USA,6-6,213,3,33,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,andrew_harrison,2016,2019,Y,Y,Y,2015,2,44
1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-4,190,2,3,Guard,Active,1610612741,Bulls,CHI,bulls,Chicago,shaquille_harrison,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-5,215,2,3,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,josh_hart,2017,2019,Y,Y,Y,2017,1,30
1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,1998-05-05T00:00:00, ,Germany,Germany/Germany,7-0,249,1,55,Center,Active,1610612745,Rockets,HOU,rockets,Houston,isaiah_hartenstein,2018,2019,Y,Y,Y,2017,2,43
2617,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,6-8,235,16,40,Forward,Active,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003,2019,N,Y,Y,Undrafted,Undrafted,Undrafted
202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-8,225,9,20,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,gordon_hayward,2010,2019,N,Y,Y,2010,1,9
203089,John,Henson,John Henson,"Henson, John",J. Henson,1990-12-28T00:00:00,North Carolina,USA,North Carolina/USA,6-11,219,7,31,Forward-Center,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,john_henson,2012,2019,N,Y,Y,2012,1,14
1627823,Juancho,Hernangomez,Juancho Hernangomez,"Hernangomez, Juancho",J. Hernangomez,1995-09-28T00:00:00, ,Spain,Spain/Spain,6-9,230,3,41,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,juan_hernangomez,2016,2019,Y,Y,Y,2016,1,15
1626195,Willy,Hernangomez,Willy Hernangomez,"Hernangomez, Willy",W. Hernangomez,1994-05-27T00:00:00, ,Spain,Cajasol Sevilla/Spain,6-11,240,3,9,Center,Active,1610612766,Hornets,CHA,hornets,Charlotte,willy_hernangomez,2016,2019,N,Y,Y,2015,2,35
1626209,Mario,Hezonja,Mario Hezonja,"Hezonja, Mario",M. Hezonja,1995-02-25T00:00:00, ,Croatia,FC Barcelona/Croatia,6-8,220,4,44,Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,mario_hezonja,2015,2019,N,Y,Y,2015,1,5
1628439,Isaiah,Hicks,Isaiah Hicks,"Hicks, Isaiah",I. Hicks,1994-07-24T00:00:00,North Carolina,USA,North Carolina/USA,6-9,230,2,4,Forward,Active,1610612752,Knicks,NYK,knicks,New York,isaiah_hicks,2017,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,3,24,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,buddy_hield,2016,2019,N,Y,Y,2016,1,6
1629312,Haywood,Highsmith,Haywood Highsmith,"Highsmith, Haywood",H. Highsmith,1996-12-09T00:00:00,,USA, USA/USA,6-7,220,1,7,Guard-Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,haywood_highsmith,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
2403,Nene,Hilario,Nene,Nene,Nene,1982-09-13T00:00:00, ,Brazil,Vasco de Gama/Brazil,6-11,250,17,42,Center,Active,1610612745,Rockets,HOU,rockets,Houston,nene_hilario,2002,2019,N,Y,Y,2002,1,7
201588,George,Hill,George Hill,"Hill, George",G. Hill,1986-05-04T00:00:00,,USA,IUPUI/USA,6-3,188,11,3,Guard,Active,1610612749,Bucks,MIL,bucks,Milwaukee,george_hill,2008,2019,N,Y,Y,2008,1,26
203524,Solomon,Hill,Solomon Hill,"Hill, Solomon",S. Hill,1991-03-18T00:00:00,Arizona,USA,Arizona/USA,6-7,225,6,44,Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,solomon_hill,2013,2019,Y,Y,Y,2013,1,23
1628988,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-1,185,1,3,Guard,Active,1610612754,Pacers,IND,pacers,Indiana,aaron_holiday,2018,2019,N,Y,Y,2018,1,23
201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-4,205,10,11,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,jrue_holiday,2009,2019,N,Y,Y,2009,1,17
203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,181,6,8,Forward-Guard,Active,1610612754,Pacers,IND,pacers,Indiana,justin_holiday,2012,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
204066,John,Holland,John Holland,"Holland, John",J. Holland,1988-11-06T00:00:00,Boston U.,USA,Boston U./USA,,,1,,,Inactive,0,,,,,john_holland,2015,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,"Hollis-Jefferson, Rondae",R. Hollis-Jefferson,1995-01-03T00:00:00,Arizona,USA,Arizona/USA,6-7,217,4,4,Forward,Active,1610612761,Raptors,TOR,raptors,Toronto,rondae_hollis-jefferson,2015,2019,N,Y,Y,2015,1,23
1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green State/USA,6-10,240,4,22,Forward,Active,1610612758,Kings,SAC,kings,Sacramento,richaun_holmes,2015,2019,Y,Y,Y,2015,2,37
203918,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,6-8,205,5,5,Guard-Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,rodney_hood,2014,2019,N,Y,Y,2014,1,23
201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Domincan Republic,6-10,245,12,42,Center-Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,al_horford,2007,2019,N,Y,Y,2007,1,3
1627863,Danuel,House Jr.,Danuel House Jr.,"House Jr., Danuel",D. House Jr.,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,215,3,4,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,danuel_house,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,1985-12-08T00:00:00,No College,USA,SW Atlanta Christian Academy (GA)/USA,6-11,265,15,39,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2019,N,Y,Y,2004,1,1
1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,1998-08-27T00:00:00,Maryland,USA,"University of Maryland, College Par/USA",6-7,190,1,3,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,kevin_huerter,2018,2019,N,Y,Y,2018,1,19
1629353,Isaac,Humphries,Isaac Humphries,"Humphries, Isaac",I. Humphries,1998-01-05T00:00:00,Kentucky,Australia,Kentucky/Australia,7-0,255,1,15,Forward-Center,Active,1610612753,Magic,ORL,magic,Orlando,isaac_humphries,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1626154,RJ,Hunter,RJ Hunter,"Hunter, RJ",R. Hunter,1993-10-24T00:00:00,Georgia State,USA,Georgia State/USA,6-5,185,4,28,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,rj_hunter,2015,2018,Y,Y,Y,2015,1,28
1628990,Chandler,Hutchison,Chandler Hutchison,"Hutchison, Chandler",C. Hutchison,1996-04-26T00:00:00,Boise State,USA,Boise State University/USA,6-7,197,1,15,Forward,Active,1610612741,Bulls,CHI,bulls,Chicago,chandler_hutchison,2018,2019,N,Y,Y,2018,1,22
201586,Serge,Ibaka,Serge Ibaka,"Ibaka, Serge",S. Ibaka,1989-09-18T00:00:00, ,Democratic Republic of the Congo,Ricoh Manresa/Democratic Republic of the Congo,6-10,235,10,9,Forward-Center,Active,1610612761,Raptors,TOR,raptors,Toronto,serge_ibaka,2009,2019,N,Y,Y,2008,1,24
2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,15,9,Guard-Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,andre_iguodala,2004,2019,N,Y,Y,2004,1,9
101141,Ersan,Ilyasova,Ersan Ilyasova,"Ilyasova, Ersan",E. Ilyasova,1987-05-15T00:00:00, ,Turkey,FC Barcelona/Turkey,6-10,235,12,7,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,ersan_ilyasova,2006,2019,Y,Y,Y,2005,2,36
204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,1987-10-02T00:00:00, ,Australia,Australia/Australia,6-8,226,5,2,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,joe_ingles,2014,2019,N,Y,Y,Undrafted,Undrafted,Undrafted
201281,Andre,Ingram,Andre Ingram,"Ingram, Andre",A. Ingram,1985-11-19T00:00:00,American,USA,American/USA,,,1,,,Inactive,0,,,,,andre_ingram,2017,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-9,190,3,14,Forward,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016,2019,N,Y,Y,2016,1,2
202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,8,11,Guard,Active,1610612751,Nets,BKN,nets,Brooklyn,kyrie_irving,2011,2019,N,Y,Y,2011,1,1
1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-10,210,2,1,Forward,Active,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017,2019,Y,Y,Y,2017,1,6
1628411,Wes,Iwundu,Wes Iwundu,"Iwundu, Wes",W. Iwundu,1994-12-20T00:00:00,Kansas State,USA,Kansas State/USA,6-7,195,2,25,Forward,Active,1610612753,Magic,ORL,magic,Orlando,wes_iwundu,2017,2019,Y,Y,Y,2017,2,33
1627743,Demetrius,Jackson,Demetrius Jackson,"Jackson, Demetrius",D. Jackson,1994-09-07T00:00:00,Notre Dame,USA,Notre Dame/USA,6-1,201,3,20,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,demetrius_jackson,2016,2019,Y,Y,Y,2016,2,45
1628402,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,6-3,205,2,15,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,frank_jackson,2017,2019,Y,Y,Y,2017,2,31
1628367,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,6-8,207,2,20,Guard-Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,josh_jackson,2017,2019,N,Y,Y,2017,1,4
1628382,Justin,Jackson,Justin Jackson,"Jackson, Justin",J. Jackson,1995-03-28T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,2,44,Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,justin_jackson,2017,2019,Y,Y,Y,2017,1,15
202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-3,208,8,1,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,reggie_jackson,2011,2019,Y,Y,Y,2011,1,24
1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,1999-09-15T00:00:00,Michigan State,USA,Michigan State University/USA,6-11,242,1,13,Forward-Center,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018,2019,N,Y,Y,2018,1,4
2544,LeBron,James,LeBron James,"James, LeBron",L. James,1984-12-30T00:00:00,No College,USA,St. Vincent-St. Mary HS (OH)/USA,6-8,250,16,23,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2019,N,Y,Y,2003,1,1
1628518,Amile,Jefferson,Amile Jefferson,"Jefferson, Amile",A. Jefferson,1993-05-07T00:00:00,Duke,USA,Duke/USA,6-9,222,2,11,Forward,Active,1610612753,Magic,ORL,magic,Orlando,amile_jefferson,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203098,John,Jenkins,John Jenkins,"Jenkins, John",J. Jenkins,1991-03-06T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,215,6,30,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,john_jenkins,2012,2018,Y,Y,Y,2012,1,23
201973,Jonas,Jerebko,Jonas Jerebko,"Jerebko, Jonas",J. Jerebko,1987-03-02T00:00:00, ,Sweden,Angelico Biella/Sweden,6-10,231,10,21,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,jonas_jerebko,2009,2018,N,Y,Y,2009,2,39
1628993,Alize,Johnson,Alize Johnson,"Johnson, Alize",A. Johnson,1996-04-22T00:00:00,Missouri State,USA,Missouri State University/USA,6-9,212,1,24,Forward,Active,1610612754,Pacers,IND,pacers,Indiana,alize_johnson,2018,2019,Y,Y,Y,2018,2,50
101161,Amir,Johnson,Amir Johnson,"Johnson, Amir",A. Johnson,1987-05-01T00:00:00,No College,USA,"Westchester HS (Los Angeles, CA)/USA",6-9,240,14,5,Center-Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,amir_johnson,2005,2018,Y,Y,Y,2005,2,56
1629168,BJ,Johnson,BJ Johnson,"Johnson, BJ",B. Johnson,1995-12-21T00:00:00,La Salle,USA,La Salle/USA,6-7,200,1,13,Guard,Active,1610612753,Magic,ORL,magic,Orlando,bj_johnson,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201949,James,Johnson,James Johnson,"Johnson, James",J. Johnson,1987-02-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,240,10,16,Forward,Active,1610612748,Heat,MIA,heat,Miami,james_johnson,2009,2019,Y,Y,Y,2009,1,16
1626169,Stanley,Johnson,Stanley Johnson,"Johnson, Stanley",S. Johnson,1996-05-29T00:00:00,Arizona,USA,Arizona/USA,6-7,245,4,5,Forward,Active,1610612761,Raptors,TOR,raptors,Toronto,stanley_johnson,2015,2019,Y,Y,Y,2015,1,8
204020,Tyler,Johnson,Tyler Johnson,"Johnson, Tyler",T. Johnson,1992-05-07T00:00:00,Fresno State,USA,Fresno State/USA,6-4,190,5,16,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,tyler_johnson,2014,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
202325,Wesley,Johnson,Wesley Johnson,"Johnson, Wesley",W. Johnson,1987-07-11T00:00:00,Syracuse,USA,Syracuse/USA,6-7,215,9,4,Forward-Guard,Active,1610612764,Wizards,WAS,wizards,Washington,wesley_johnson,2010,2018,N,Y,Y,2010,1,4
203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,1995-02-19T00:00:00, ,Serbia,Serbia/Serbia,7-0,250,4,15,Center,Active,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2019,N,Y,Y,2014,2,41
1627745,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,7-0,245,3,30,Center,Active,1610612737,Hawks,ATL,hawks,Atlanta,damian_jones,2016,2019,Y,Y,Y,2016,1,30
1627883,Jalen,Jones,Jalen Jones,"Jones, Jalen",J. Jones,1993-05-27T00:00:00,Texas A&M,USA,Texas A&M/USA,,,1,,,Inactive,0,,,,,jalen_jones,2017,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
1629203,Jemerrio,Jones,Jemerrio Jones,"Jones, Jemerrio",J. Jones,1995-04-09T00:00:00,New Mexico State,USA,New Mexico State/USA,6-5,174,1,32,Forward,Active,1610612764,Wizards,WAS,wizards,Washington,jemerrio_jones,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203093,Terrence,Jones,Terrence Jones,"Jones, Terrence",T. Jones,1992-01-09T00:00:00,Kentucky,USA,Kentucky/USA,,,5,,,Inactive,0,,,,,terrence_jones,2012,2018,Y,Y,Y,2012,1,18
1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-2,196,4,21,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyus_jones,2015,2019,Y,Y,Y,2015,1,24
1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,1997-02-15T00:00:00,UNLV,USA,Nevada-Las Vegas/USA,6-6,210,3,5,Forward-Guard,Active,1610612748,Heat,MIA,heat,Miami,derrick_jones jr.,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,11,6,Center,Active,1610612751,Nets,BKN,nets,Brooklyn,deandre_jordan,2008,2019,N,Y,Y,2008,2,35
202709,Cory,Joseph,Cory Joseph,"Joseph, Cory",C. Joseph,1991-08-20T00:00:00,Texas,Canada,Texas/Canada,6-3,200,8,9,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,cory_joseph,2011,2019,Y,Y,Y,2011,1,29
1626163,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,7-0,240,4,8,Forward-Center,Active,1610612756,Suns,PHX,suns,Phoenix,frank_kaminsky,2015,2019,N,Y,Y,2015,1,9
202683,Enes,Kanter,Enes Kanter,"Kanter, Enes",E. Kanter,1992-05-20T00:00:00,Kentucky,Turkey,Fenerbahce Ulker/Turkey,6-11,250,8,11,Center,Active,1610612738,Celtics,BOS,celtics,Boston,enes_kanter,2011,2019,N,Y,Y,2011,1,3
1628379,Luke,Kennard,Luke Kennard,"Kennard, Luke",L. Kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,6-5,206,2,5,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,luke_kennard,2017,2019,Y,Y,Y,2017,1,12
203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,"Kidd-Gilchrist, Michael",M. Kidd-Gilchrist,1993-09-26T00:00:00,Kentucky,USA,Kentucky/USA,6-7,232,7,14,Forward,Active,1610612766,Hornets,CHA,hornets,Charlotte,michael_kidd-gilchrist,2012,2019,N,Y,Y,2012,1,2
